"Name","id.review","Text","Neg or Pos","Province","Type"
"Hotel 110",14,"per il secondo anno di seguito abbiamo passato 5 giorni in questo camping village  abbiamo soggiornato in un bungalow completo di tutto  buono il ristorante  la pizzeria e la colazione  molto bella anche la piscina  il campeggio ha anche una spiaggia di fronte  personale molto gentile  anche quest anno ci siamo trovati molto bene ","Pos","Cagliari","4-Star"
"Hotel 480",110,"stanze molto spoglie","Neg","Olbia-Tempio","4-Star"
"Hotel 566",142,"hotel grounds were beautiful and the food was lovely ","Pos","Sassari","4-Star"
"Hotel 448",51,"very friendly and helpful staff  great location  good parking availability  great view ","Pos","Nuoro","3-Star"
"Hotel 3",7,"staff gentilissimo  camere pulitissime con aria condizionata  colazione buona e abbondante   titolari veramente disponibili e molto cordiali   complimenti e buona fortuna x il futuro ","Pos","Sassari","3-Star"
"Hotel 94",197,"  the restaurant  not breakfast  and bar staff are not very friendly   hot tub is not heated  it s heated by the sun  but is cold at night ","Neg","Ogliastra","3-Star"
"Hotel 180",55,"ottima colazione con un ampia scelta di prodotti  torte  yogurt  frutta  spremuta  fette biscottate  croissant  caff   cappuccino  ecc     camere spaziose  accoglienti e pulite  personale gentile e discreto","Pos","Cagliari","3-Star"
"Hotel 427",541,"posizione","Pos","Olbia-Tempio","4-Star"
"Hotel 32",13,"la citt  a pochi servizi per non dire nulla","Neg","Ogliastra","4-Star"
"Hotel 219",24,"tutto  il titolare molto gentile  la camera bella  silenziosa ","Pos","Carbonia-Iglesias","2-Star"
"Hotel 160",62,"la struttura del bagno dovrebbe essere migliorata  alcuni accessori sono poco ergonomici e si sono staccati dal muro  l  aria cond  gestibile solo dalla reception   una scomodit   la prima colazione   buona ma migliorabile ","Neg","Cagliari","Other Facilities"
"Hotel 427",125,"se proprio si vuole trovare il pelo nell uovo  una rinnovata alla struttura  che comunque va benissimo  non guasterebbe  un po  anni 90    considerato che comunque nell area di tortol  sono tutti cosi gli hotel  va comunque pi  che bene ","Neg","Olbia-Tempio","4-Star"
"Hotel 528",88,"gentilezza dello staff","Pos","Olbia-Tempio","3-Star"
"Hotel 262",28,"nulla  ma il tubo della doccia ossidato potrebbe essere sostituito","Neg","Cagliari","1-Star"
"Hotel 172",11,"only negative thing i can think of are very thin walls  ","Neg","Oristano","Other Facilities"
"Hotel 375",56,"its a pity that the personal speaks so little english to get some more tipps from the locals  but anyway  we really cannot complain about the stay  it was very good time ","Neg","Olbia-Tempio","5-Star"
"Hotel 604",23,"molto simpatica l animazione di gianni ed elisabetta per la mia bambina di due anni e mezzo  la piscina e il battello per la spiaggia sono due chicche  il campeggio ha una buona posizione  ottima base da cui partire per le varie escursioni giornaliere  nel complesso e  stata una bella vacanza ","Pos","Olbia-Tempio","4-Star"
"Hotel 398",91,"a due passi dal centro parcheggio privato camera spaziosa a un buon prezzo","Pos","Olbia-Tempio","4-Star"
"Hotel 548",30,"la doccia molto piccola ","Neg","Olbia-Tempio","3-Star"
"Hotel 411",186,"posizione perfetta","Pos","Olbia-Tempio","5-Star"
"Hotel 6",20,"rumorosit  del frigobar in camera e del condizionatore le zanzare","Neg","Cagliari","3-Star"
"Hotel 152",192,"wifi was not reliable and although free kept dropping  also the range from the reception area was limited and inconsistent   there was no entertainment  only same cd music played in bar and around pool  they need to have a small shop for those little items you occasionally need  so you don t have to go into town  not many restaurants or shops within walking distance  but free motor boat over to porto cervo where there are many  expensive ones    do not have a shower or courtacy room for those who are checking out later in the day ","Neg","Cagliari","3-Star"
"Hotel 45",390,"hotel lontano dal centro   pi  di 1000 metri ","Neg","Medio Campidano","Other Facilities"
"Hotel 446",29,"beautiful old house renovated  very nice hosts  satisfying breakfast  pitoresque location  surrounded by vineyard ","Pos","Olbia-Tempio","3-Star"
"Hotel 462",44,"it s an amazing and stunning place full of history and character right in the heart of town  the staff is really helpful and attends your every need  the breakfast is amazingly full of goodies  definitely the best address in town if not in the whole of sardinia ","Pos","Olbia-Tempio","4-Star"
"Hotel 151",75,"the staff at the hotel were excellent  they made all the difference to our enjoyment of our stay  from the waiting staff in the bar whose smile and courtesy were outstanding to the restaurant staff   i would like to particularly commend allessio   julia and raimondo  the concierge paulo was very knowledgeable and ensured he booked us the best tables in surrounding restaurants and his advice was excellent  the hotel has a lovely arrangement of 5 swimming pools  so that the early birds can pick a secluded spot and feel that they have  a degree of privacy around their  own  pool rather than being ranged like sardines around the main pool  but you had to get up early to get a spot as most quests   bagsy  a sun bed and then disappear  back to bed appearing several hours later ","Pos","Nuoro","4-Star"
"Hotel 376",32,"colazione carente  poca scelta  caffe  cappuccini non all altezza della fama che abbiamo in italia  serratura alloggio rotta  rubinetto lavabo allentato    servirebbe maggior cura","Neg","Sassari","3-Star"
"Hotel 589",16,"bellissima struttura nel centro storico  accoglienza buona  personale sempre gentile  bellissimo giardino con bella piscina  silenzioso e luminoso  un ottima sistemazione per chi intende usarla come base per fare un bel giro della penisola del sinis e le sue meravugliose bellezze  ","Pos","Olbia-Tempio","4-Star"
"Hotel 586",11,"nulla","Neg","Olbia-Tempio","3-Star"
"Hotel 436",64,"tutto perfetto  cortesia del personale  colazione  pulizia     e cosa importante  letto morbido  ","Pos","Olbia-Tempio","3-Star"
"Hotel 205",229,"beautiful  although rather simple  hotel  the staff are amazing  extremely accommodating  always trying to help  we really felt welcomed and well taken care of  the beach is just behind the hotel and is truly beautiful ","Pos","Carbonia-Iglesias","Other Facilities"
"Hotel 365",11,"hey guys  add a corkscrew  basic spoon and fork and knife to your room facilites  we used restaurant but also wanted to try other wines and eat some snacks meanwhile ","Neg","Nuoro","3-Star"
"Hotel 343",38,"colazione non adeguata  non ci sono prodotti per gli intolleranti al lattosio e quando ho chiesto un latte macchiato molto caldo ho ricevuto un cappuccino in un bicchiere tiepido  croissant mignon e solo vuoti  camera con letto improponibile  avevamo due letti singoli con le ruote   abbiamo passato il tempo a riavvicinare i letti che si spostavano  inconcepibile in un 4 stelle  delusi anche dalla spa  e  la terza volta che ci andiamo ed   peggiorata  sauna fuori servizio  grotta del sale prima accessibile a piu utenti ora hanno messo 2 letti ed   impossibile entrare perch  in un ora e mezzo nn fai in tempo con tutti gli altri clienti  peccato  ci aspettavamo di piu ","Neg","Sassari","4-Star"
"Hotel 384",30,"loved the lovely grounds  amp  great location on the beach  it has 2 good restaurants  a large bar area  amp  an indoor  amp  outdoor lounge areas  our first storey room had a balcony overlooking the gardens  amp  sea  lovely helpfull staff  excellent 3 star hotel  we could easily have stayed longer ","Pos","Olbia-Tempio","Other Facilities"
"Hotel 270",140,"personale assente e non professionale","Neg","Medio Campidano","3-Star"
"Hotel 221",118,"la cura dei particolari  un arredamento sobrio elegante e curato  il personale attento gentile e sempre disponibile ","Pos","Ogliastra","3-Star"
"Hotel 370",40,"nothing ","Neg","Olbia-Tempio","4-Star"
"Hotel 545",1321,"nuolla","Neg","Olbia-Tempio","3-Star"
"Hotel 140",5,"climatizzatore insufficiente manichetta doccia rotta mangiare abbondante ma x un 4stelle ci aspettavamo pi  qualit  e pi  tolleranza sull orario","Neg","Cagliari","3-Star"
"Hotel 104",28,"everything was perfect  we usually go out for dinner during our vacations but once we tried the restaurant  we asked ourselves  why go elsewhere  the dishes were fantastic  we could select from a quite number of them  and they changed them every day  the sweets buffet is very well supplied   the breakfast buffet has eveything you want  croissants  cakes  regional salty stuff  vegetables  fruit  raw and cooked dishes  etc  etc  the staff was amazing  helpful  professional and kind  expecially with the child   the hotel s garden adjoins with the beach  perfectly equipped and supervised  and the sea is amazing  the pool  the gim  and the spa  the massages we had were something  just provide everything else you could desire during a stay in sardinia  we are definitely considering going back also next year   ","Pos","Carbonia-Iglesias","3-Star"
"Hotel 396",366,"it was quite dark in the bathroom  esp in the shower  the view from the window isn t inviting  the room we had was not very spacious  most of the people working there weren t very friendly  with the exception of the cleaning lady   at the check in i didn t feel welcome at all  more the contrary  for what we paid we expected more  in both service and accomodation ","Neg","Olbia-Tempio","3-Star"
"Hotel 545",709,"aspettare un ora e piu per la stanza  averci sbagliato in piu il numero della stanza  non averci fatto nessun cambio","Neg","Olbia-Tempio","3-Star"
"Hotel 369",83,"i never write a comment but this hotel gets one  the hotel is great","Pos","Olbia-Tempio","5-Star"
"Hotel 448",265,"arredamenti desueti","Neg","Nuoro","3-Star"
"Hotel 34",53,"sicuramente chiederei un appartamento con pi  spazio esterno e con pi  ombra ","Neg","Ogliastra","Other Facilities"
"Hotel 175",53,"materassi comodi  con finestre chiuse nessun rumore  bagno enorme con super doccia ","Pos","Medio Campidano","Other Facilities"
"Hotel 366",62,"la posizione vicino ad olbia","Pos","Sassari","4-Star"
"Hotel 175",58,"niente","Neg","Medio Campidano","Other Facilities"
"Hotel 207",127,"the parking was too far from the hotel  and the air conditioning couldn t be turned off  as a result  the room was similar to a freezer ","Neg","Cagliari","2-Star"
"Hotel 245",58,"la posizione dell hotel   ottima  la camera ha un arredamento molto carino e moderno con tutti i servizi funzionali ","Pos","Carbonia-Iglesias","3-Star"
"Hotel 305",157,"extremely welcoming staff  very good central location  clean building and room  possibility to park the car 50 meters away ","Pos","Cagliari","3-Star"
"Hotel 615",12,"colazione ed aperitivo serale super  atmosfera familiare ","Pos",NA,NA
"Hotel 434",151,"there was nothing to dislike ","Neg","Sassari","4-Star"
"Hotel 533",73,"direi tutto   ","Pos","Olbia-Tempio","4-Star"
"Hotel 263",14,"there was a fridge  a plus in hot weather  nice balcony  comfortable bed  nice location   very nice and helpful receptionist  good air conditioning","Pos","Cagliari","Other Facilities"
"Hotel 387",76,"great staff diner and breakfast were both good ","Pos","Olbia-Tempio","3-Star"
"Hotel 45",171,"all the staff were very friendly and helpful   the hotel was in a safe area and only a short walk from the seafront and old part of the city ","Pos","Medio Campidano","Other Facilities"
"Hotel 544",6,"quiet  clean  staff very helpful for every request we madr  like call the beach to check if they took credit cards or asked to clean the room in the afternoon   bar caffetteria accessibile from the hotel hall   open until 12 am perfect for oa drink or appetizer before or after dinner","Pos","Olbia-Tempio","4-Star"
"Hotel 469",124,"stanze da rendere piu  moderne struttura in parte trascurata   vedi ascensore   poca tranquillita  per frequente viavai rumoroso","Neg","Sassari","3-Star"
"Hotel 128",154,"prezzo imbattibile coniugato a una buona struttura","Pos","Carbonia-Iglesias","3-Star"
"Hotel 125",54,"fantastica posizione con vista sulla bellissima isola di tavolara  camera e bagno grandi e puliti ","Pos","Cagliari","4-Star"
"Hotel 433",191,"bagno piccolo cambio asciugamani a pagamento su richiesta","Neg","Sassari","Other Facilities"
"Hotel 549",10,"posto incantevole in una posizione strategica infatti si trova a 15 km dalle belle spiagge della costa smeralda e a 15 km da palau per vistare le isole davanti alla corsica quando ritorni la sera dal mare senti di essere a casa con un vista favolosa sul bel giardino a cena sulla bella terrazza ammiri il panorama coccolato dallo staff che   gentilissimo ","Pos","Olbia-Tempio","3-Star"
"Hotel 500",139,"la  vista sulla statale","Neg","Olbia-Tempio","3-Star"
"Hotel 289",5,"would have been nice to have an all inclusive option  with lunch and drinks ","Neg","Cagliari","3-Star"
"Hotel 5",41,"excelent location with very nice beach and see water we spent several holidays here and each time all was ok ","Pos","Ogliastra","3-Star"
"Hotel 398",250,"niente","Neg","Olbia-Tempio","4-Star"
"Hotel 348",95,"niente","Neg","Olbia-Tempio","3-Star"
"Hotel 90",67,"struttura bellissima  proprietari gentilissimi  ottima la colazione dolce e salata  camera pulita  accogliente e spaziosa ","Pos","Ogliastra","3-Star"
"Hotel 566",69,"ambiente rilassante e curatissimo","Pos","Sassari","4-Star"
"Hotel 442",56,"wifi iffy but fiber optic cable is currently being installed","Neg","Olbia-Tempio","5-Star"
"Hotel 71",61,"troppo rigidi nei rapporti umani","Neg","Oristano","3-Star"
"Hotel 592",21,"this hotel goes above and beyond to meet and exceed its guests expectations in every way   plenty of advice on local activities and nothing was ever too much trouble   faultless ","Pos","Nuoro","4-Star"
"Hotel 294",55,"le spiagge e l arredamento della camera e di tutta la struttura","Pos","Ogliastra","Other Facilities"
"Hotel 135",2,"avevo prenotato in questa struttura ma mi hanno fatto alloggiare all hotel villane del laguna resort che   lontano dalla spiaggia e per di pi  siccome c erano manifestazioni sportive nemmeno funzionava lo shuttle per la spiaggia  cena compresa nel prezzo estremamente mediocre per non dire di peggio frigobar in camera che non raffredda  hanno evitato di dirmi che l hotel baia da me prenotato era chiuso  ","Neg","Cagliari","3-Star"
"Hotel 43",94,"pulizia colori posizione","Pos","Oristano","3-Star"
"Hotel 464",33,"il materasso    non era comodo       ","Neg","Olbia-Tempio","2-Star"
"Hotel 23",71,"location  host s attitude  breakfast and overall relaxing atmosphere within this hotel s olive garden surrounigs ","Pos","Cagliari","3-Star"
"Hotel 147",44,"swimming pools and swimming pool attendants work rather impressive ","Pos","Nuoro","Other Facilities"
"Hotel 201",245,"la coloazione   migliorabile","Neg","Cagliari","Other Facilities"
"Hotel 478",32,"ambiente confortevole servizio ottimo  personale qualificato e gentile ottima la cucina ","Pos","Olbia-Tempio","4-Star"
"Hotel 590",221,"mi   piaciuto l arredamento ed il sistema cucina","Pos","Olbia-Tempio","4-Star"
"Hotel 196",201,"la necessit  di occupare i lettini  al l ombra di mattina presto per evitare di rimanere sotto il sole tutto il giorno","Neg","Cagliari","4-Star"
"Hotel 37",3,"palazzo antico  ben ristrutturato e adattato alla odierna funzione di hotel ottima la posizione  vicino al centro della  cittadina e con bel panorama sulla stessa  ottimo lo staff per professionalit   seriet   disponibilit  e gentilezza  ottimo il ristorante con un buon rapporto qualit  e prezzo  con piatti regionali rivisitati degni della pi  alta cucina italiana di qualit   ","Pos","Oristano","3-Star"
"Hotel 171",127,"molto datato","Neg","Oristano","4-Star"
"Hotel 305",35,"la doccia a livello del pavimento non bene isolata dalla quale fuoriesce l acqua ","Neg","Cagliari","3-Star"
"Hotel 40",17,"cold eggs a small choice for dinner no wifi in the room dangerous to find your room in the evening not enough light","Neg","Nuoro","Other Facilities"
"Hotel 371",89,"claudia and silvia were the perfect hosts  doing their best to make us feel welcome and serene at this wonderful little peaceful retreat  we don t know what was better  the spacious and comfortable room  the view from the rooftop and the beautiful garden or the breakfast with domestic treats    a place where we will gladly come back to ","Pos","Nuoro","Other Facilities"
"Hotel 614",233,"il ristorante mancava di un servizio ristorante e la colazione poteva essere pi  varia","Neg","Olbia-Tempio","4-Star"
"Hotel 56",91,"prendere possesso della camera alle 16 00 salvo ritardi  ti f  perdere una giornata di soggiorno  consiglio di mettervi il costume e attendere in piscina  da migliorare anche  il servizio del trenino il passaggio ogni 30 minuti   troppo limitante  ogni 15 min sarebbe ideale   visto che il parco   immerso nel verde e tanti alberi sono molto vicini alle piscine  le stesse dovrebbero essere pulite meglio e ad un orario che non interferisca con l ingresso degli ospiti le 9 30   troppo tardi   anche il servizio di ristorazione dovrebbe essere pi  vario e con materie prime che rispecchino le 4 stelle oltretutto condividere i pasti in tavoli da 8 con persone sconosciute non   carino ","Neg","Ogliastra","3-Star"
"Hotel 64",13,"abbiamo soggiornato nella struttura per 3giorni  la camera era molto grande e molto pulita  un buon rapporto qualit  prezzo ","Pos","Carbonia-Iglesias","3-Star"
"Hotel 453",44,"alberghetto molto accogliente pulito e personale sempre disponibile consigliato","Pos","Olbia-Tempio","4-Star"
"Hotel 102",21,"beautiful location with private beaches  at the time we were there  early june  we had the beaches to ourselves as there were few guests  very nice    the young male in reception helped us a lot  even when he was not on duty and we ran into him in the city   he is what we would expect the staff to be ","Pos","Cagliari","4-Star"
"Hotel 282",22,"excellent location with a stunning view close to all facilities ","Pos","Ogliastra","4-Star"
"Hotel 600",21,"la struttura e  poco distante dal centro storico  facilmente raggiungibile a piedi o con l auto  e  possibile parcheggiare nelle vicinanze  a pochi metri dall hotel  il personale e  stato molto gentile  la stanza  arredata in modo spartano  essenziale ma funzionale  il letto comodo  un buon rapporto qulita  prezzo  la pulizia ottima  la colazione ottima  esperienza da consigliare e da ripetere ","Pos","Sassari","2-Star"
"Hotel 84",10,"everthing was beatiful","Pos","Cagliari","3-Star"
"Hotel 303",72,"la posizione ottima per raggiungere le spiagge pi  belle della zona   la simpatia del proprietario gildo sempre disponibile a suggerimenti validi per raggiungere e gustare il meglio che offre la zona d  teulada","Pos","Carbonia-Iglesias","Other Facilities"
"Hotel 383",109,"la location  di fronte un magnifico parco cittadino verde  sul retro bella vista sul mare ","Pos","Olbia-Tempio","3-Star"
"Hotel 545",914,"tutto molto bello e accogliente   ottima colazione  abbondante e varia","Pos","Olbia-Tempio","3-Star"
"Hotel 423",15,"la colazione ottima colazione e la camera spaziosa  particolare andrebbe arricchita un poco  belle le zone comuni e i giardini  e la vista sull isola","Pos","Olbia-Tempio","5-Star"
"Hotel 171",353,"reception desk was welcoming  good crew","Pos","Oristano","4-Star"
"Hotel 513",74,"la colazione e la cortesia del personale ","Pos","Nuoro","3-Star"
"Hotel 43",251,"comfortable room  good location  and on site outside parking  great rooftop pool  staff friendly and room was clean ","Pos","Oristano","3-Star"
"Hotel 361",37,"beautiful location and views of the sea  island  and rocky coast ","Pos","Nuoro","2-Star"
"Hotel 118",17,"lo staff sempre a disposizione per qualsiasi cosa  la colazione ottima di qualit  e abbondante  parcheggio gratuito  eccellente rapporto qualit  prezzo  lo consiglio vivamente","Pos","Ogliastra","3-Star"
"Hotel 563",183,"no parking but often spot on street out front ","Neg","Olbia-Tempio","4-Star"
"Hotel 415",133,"la colazione ottima","Neg","Olbia-Tempio","4-Star"
"Hotel 265",195,"la colazione   migliorabile","Neg","Nuoro","3-Star"
"Hotel 510",68,"location in center of alghero","Pos","Olbia-Tempio","3-Star"
"Hotel 103",228,"tutto il resto","Pos","Cagliari","3-Star"
"Hotel 73",289,"position only stroll away from best beach in sardinia and 2k to centre of bosa  a wonderful town","Pos","Ogliastra","3-Star"
"Hotel 597",232,"letti scomodissimi","Neg","Olbia-Tempio","2-Star"
"Hotel 362",37,"gentile e ospitale l accoglienza  ricca la colazione  eccezionale la posizione per il mare e per visitare l ogliastra ","Pos","Olbia-Tempio","3-Star"
"Hotel 587",36,"too much noise in the rooms  rooms too small","Neg","Olbia-Tempio","4-Star"
"Hotel 268",76,"spiaggia cortesia del personale cena e colazione camera  vicinanza aeroporto","Pos","Cagliari","4-Star"
"Hotel 427",492,"il personale molto giovane  la colazione abbondante e la piscina che ci aspettava se in spiaggia c era troppo vento  la posizione dell hotel   tranquilla  nonostante si trovi sulla via principale del paese   comunque fuori dagli intrattenimenti turistici ","Pos","Olbia-Tempio","4-Star"
"Hotel 70",121,"lots of ants in the floor of the room  very early check out  wifi does not work  limited chice of breakfast ","Neg","Medio Campidano","3-Star"
"Hotel 583",35,"letti e cuscini comodi bagno spazioso e i padroni dell hotel brave persone ","Pos","Sassari","3-Star"
"Hotel 310",35,"loved the sardinian decor  tiles  hand painted decoration  charming  the gardens are fantastic ","Pos","Cagliari","5-Star"
"Hotel 352",135,"tranquillit   pulizia  cortesia","Pos","Olbia-Tempio","Other Facilities"
"Hotel 200",110,"personale professionale e gentile  ottima stanza  pulizia perfetta  il mio riferimento a nuoro","Pos","Oristano","3-Star"
"Hotel 462",53,"charming experience to live and be able to use a palace  beautifully maintained","Pos","Olbia-Tempio","4-Star"
"Hotel 600",151,"il rumore del frigorifero in camera","Neg","Sassari","2-Star"
"Hotel 201",172,"pesapersone presente ma guasta","Neg","Cagliari","Other Facilities"
"Hotel 280",111,"mi hanno sistemato di fianco alle camere del personale    troppo rumorosi","Neg","Carbonia-Iglesias","3-Star"
"Hotel 56",178,"il posto e gli animatori e la stanza","Pos","Ogliastra","3-Star"
"Hotel 151",73,"  quality of food   breakfast as well as dinner   behaviour of staff in general   no five star service in general and way too expensive according to service","Neg","Nuoro","4-Star"
"Hotel 43",318,"not really a dislike   could do with hooks rail for bath towels in bathroom ","Neg","Oristano","3-Star"
"Hotel 607",3,"il divano era rotto  non c erano zanzariere ed una notte abbiamo trovato un topo in casa qualche posata in pi  non guastava ","Neg","Olbia-Tempio","3-Star"
"Hotel 355",43,"metterei una porta alla camera della suite che attualmente e  un open space","Neg","Olbia-Tempio","Other Facilities"
"Hotel 237",430,"menu and standard of food","Pos","Cagliari","3-Star"
"Hotel 297",56,"la posizione   in pieno centro di cagliari  adiacente alla rinascente  in una via piena di ristoranti e a pochi minuti da piazza yenne e dagli altri luoghi alla moda  la colazione era buona  con prodotti freschi  l intero hotel   stato ristrutturato da poco  per cui le camere sono nuove  i bagni sono nuovissimi  e le aree comuni arredate in maniera moderna e gradevole ","Pos","Cagliari","3-Star"
"Hotel 183",135,"food at the restaurant was overpriced and service was terrible  staff at reception were not friendly or resourceful when asked about beaches to go to or restaurant recommendations  wi fi only available at reception and not working properly during most of our stay   overall room was nice  except for the bathroom  the shower had moldy floor and bathroom sink clogged ","Neg","Cagliari","3-Star"
"Hotel 585",69,"a prescindere dalla quantit  di stelle   e  la struttura dove ad arbatax ci siamo trovati meglio      sono stati perfetti in tutto     bello il posto le camere grandi e pulitissime giardino interno dove fare la colazione incantevole     felicissimo anche harry il mio bassotto nano che purtroppo in altre strutture non   stato neppure ospitato      consiglio veramente la vecchia marina a chi vuole soggiornare ad arbatax   con amici a quattro zampe e senza   ","Pos","Nuoro","4-Star"
"Hotel 119",4,"hotel in ottima posizione con vista meravigliosa sul mare  interni e rifiniture di lusso camera confortevole e con tutti gli optional  letto e cuscini supercomodi     ottima colazione dolce e salato   staff molto gentile e preparato    tutto bello   ","Pos","Nuoro","3-Star"
"Hotel 290",102,"setup e offerta colazione da migliorare","Neg","Cagliari","Other Facilities"
"Hotel 243",159,"the setting is extraordinary  the little bay that it set in was so pretty that we didn t even get round to using the pool during out one night stay  great breakfast  stunning view from the balcony ","Pos","Cagliari","4-Star"
"Hotel 602",23,"panorama bellisimo   camere fresche con aria condizionata  silenzioso ","Pos","Olbia-Tempio","Other Facilities"
"Hotel 506",5,"nella speranza di migliorare ancora la meritata qualit  di sa stella e monti consiglierei una maggior attenzione alla cura e manutenzione degli spazi esterni che risultavano eccessivamente trascurati ","Neg","Olbia-Tempio","5-Star"
"Hotel 359",102,"la qualit  dei cuscini","Neg","Sassari","Other Facilities"
"Hotel 171",289,"la posizione   ottima il personale   disponibile e cortesi  camera pulita un po vecchio l arredo letti comodi e colazione buona","Pos","Oristano","4-Star"
"Hotel 17",1,"bellissima accoglienza  eccellente lo staff   stefano e la sua famiglia ti fanno sentire a casa propria  la colazione ottima e buonissima con i loro dolci  pane  marmellate  yogurt  olio   di loro produzione che sono squisiti  la cena  tutti a tavola insieme agli altri turisti non italiani  ci siamo divertiti  una bellissima esperienza  speriamo di poter tornare al pi  presto  monica e enrico","Pos","Cagliari","3-Star"
"Hotel 274",265,"aspetto un po anni 90  ","Neg","Nuoro","4-Star"
"Hotel 383",31,"il wi fi in camera praticamente non funziona ed   necessario scendere  un po  una scomodit   considerato che si tratta di un 4 stelle  per poter utilizzare cellulare e tablet per controllare i posti da visitare  il centro benessere   a pagamento ","Neg","Olbia-Tempio","3-Star"
"Hotel 578",234,"a fronte di un piccolo aumento di prezzo   rispetto al passato  ho notato un calo della qualit  del cibo e nella  variet  dei menu che vengono serviti o proposti per il pranzo  ottima lista dei vini a prezzi abbordabili  letto troppo grande  copriletto pesante   cuscini da migliorare  ","Neg","Olbia-Tempio","Other Facilities"
"Hotel 566",19,"era il nostro anniversario e abbiamo deciso di passarlo in un posto chic  il personale era molto gentile e disponibile  il cibo a cena era di ottimo gusto e qualit  ","Pos","Sassari","4-Star"
"Hotel 327",211,"la camera pulita e con un bagno molto comodo  letto comodo","Pos","Olbia-Tempio","3-Star"
"Hotel 162",120,"there is no wifi at this hotel  it worked once in 5 days for 10 minutes  they shouldn t advertise wifi and i got a sense that was normal  the restraurant wasn t the best especially for the price you pay   antipasto was good but the entrees weren t made with fresh ingredients  since it was very expensive for sardinia i would have expected better quality  you ll need a car also  which was no problem for us ","Neg","Cagliari","4-Star"
"Hotel 31",9,"i really enjoyed the location of the hotel and the staff was friendly ","Pos","Cagliari","Other Facilities"
"Hotel 400",1,"the hotel s policy of not providing basin plugs makes a poor impression  breakfast appears to be priced by item  but in fact is not   location is poor unless you have a car ","Neg","Olbia-Tempio","4-Star"
"Hotel 484",28,"pulizia generale e materasso comodo","Pos","Olbia-Tempio","4-Star"
"Hotel 578",114,"the room was very good  food and the service of the restaurant  also very good  the bar area is very nice to have a drink and fast meeting  the gym and the spa are new and top quality and all the team of the hotel was very friendly and helpful  thank you it was very kind to have a welcome gift when i arrived and also some good by gift was well ","Pos","Olbia-Tempio","Other Facilities"
"Hotel 427",51,"pulizia hotel e posizione centrale  letto comodissimo e buon rapporto qualit  prezzo","Pos","Olbia-Tempio","4-Star"
"Hotel 288",144,"la posizione rispetto al posto di lavoro   ottima  parcheggio adeguato  buffet a colazione","Pos","Medio Campidano","3-Star"
"Hotel 534",82,"wi fi non prendeva bene nella nostra camera","Neg","Olbia-Tempio","4-Star"
"Hotel 45",213,"abituata a dormire su un materasso in memory foam  ho trovato letto e cuscino meno comodi e confortevoli dei miei  ma   solo un piccolo dettaglio  mi sono comunque concessa delle belle  dormite    ","Neg","Medio Campidano","Other Facilities"
"Hotel 56",147,"le recensioni che ho letto prima di arrivare mi hanno un po  allarmato  in particolare mi spaventava  l odore di muffa negli armadi e le docce piccole  posso dire che nella casetta che mi hanno assegnato questi problemi non li ho riscontrati  l unica nota negativa se cos  la possiamo definire l affermazione di un cameriere a colazione     meno male che fra pochi giorni ve ne state andando   lo scusiamo perch  so cosa vuol dire lavorare x  una intera stagione turistica e quindi uno sfogo  ci pu  stare ","Neg","Ogliastra","3-Star"
"Hotel 369",195,"la camera pessima     odore sgradevole  umidit  muffa   alcuni dello staff impreparati  sicuramente non sceglier  pi  questo hotel","Neg","Olbia-Tempio","5-Star"
"Hotel 420",278,"comfort e pulizia della camera","Pos","Olbia-Tempio","3-Star"
"Hotel 147",117,"very friendly staff location  beach","Pos","Nuoro","Other Facilities"
"Hotel 614",287,"nulla   forse la mancanza di parcheggio ma hotel favoloso","Neg","Olbia-Tempio","4-Star"
"Hotel 154",94,"la posizione  la cena e il ristorante  la colazione  l area piscina e il parcheggio gratuito ","Pos","Ogliastra","4-Star"
"Hotel 525",474,"pulizia e camere molto silenziose ","Pos","Olbia-Tempio","3-Star"
"Hotel 301",84,"colazione ottima e staff molto cordiale ","Pos","Cagliari","Other Facilities"
"Hotel 516",15,"ottima la posizione  camera confortevole e pulita  gentilezza e disponibilit  dello staff","Pos","Olbia-Tempio","3-Star"
"Hotel 28",31,"migliorerei il bagno","Neg","Cagliari","1-Star"
"Hotel 578",426,"coperta con peli","Neg","Olbia-Tempio","Other Facilities"
"Hotel 51",97,"la posizione e la tranquillit ","Pos","Cagliari","5-Star"
"Hotel 150",76,"staff was pleadant and helpful","Pos","Cagliari","Other Facilities"
"Hotel 558",40,"hotel in paesino montano utile per gli escursionisti","Pos","Sassari","4-Star"
"Hotel 460",40,"punto forte della camera la pulizia accurata l ampiezza della camera e la veranda balcone oltre alla cortesia dello staff ","Pos","Sassari","4-Star"
"Hotel 278",168,"vista mare stupenda","Pos","Cagliari","3-Star"
